,K,EVI,AUX1,AUX1Mau
920,920,0.05739,0.002567,0.013135
921,921,0.057473,0.002577,0.013182
922,922,0.056983,0.002504,0.012972
923,923,0.057938,0.00256,0.013411
924,924,0.058808,0.002637,0.013818
925,925,0.059263,0.002656,0.014038
926,926,0.059744,0.002706,0.014273
927,927,0.060317,0.002757,0.014553
928,928,0.061117,0.002838,0.014944
929,929,0.054839,0.002285,0.012099
930,930,0.056025,0.00242,0.012633
931,931,0.056252,0.002442,0.012744
932,932,0.0562,0.00244,0.012731
933,933,0.056908,0.002469,0.013056
934,934,0.056881,0.002471,0.013054
935,935,0.056986,0.002479,0.013111
936,936,0.057685,0.002543,0.013438
937,937,0.058768,0.002633,0.013946
938,938,0.059784,0.002724,0.014432
939,939,0.059635,0.002717,0.014374
940,940,0.06105,0.002852,0.015059
941,941,0.061097,0.002859,0.015093
942,942,0.060377,0.0028,0.014759
943,943,0.060986,0.002857,0.015063
944,944,0.061723,0.00291,0.015443
945,945,0.062913,0.003022,0.016042
946,946,0.062908,0.003025,0.016051
947,947,0.063662,0.003042,0.01644
948,948,0.064825,0.003152,0.017043
949,949,0.066334,0.003302,0.017838
950,950,0.066889,0.003358,0.018144
951,951,0.066609,0.003335,0.018009
952,952,0.067227,0.003396,0.01835
953,953,0.067909,0.003463,0.018729
954,954,0.06899,0.003566,0.019327
955,955,0.069845,0.003651,0.019811
956,956,0.069339,0.003605,0.019547
957,957,0.070013,0.003676,0.019933
958,958,0.070245,0.00371,0.020078
959,959,0.06886,0.003576,0.01933
960,960,0.069908,0.003626,0.019919
961,961,0.068961,0.003547,0.019412
962,962,0.068567,0.003517,0.019211
963,963,0.06811,0.003476,0.018977
964,964,0.068872,0.003555,0.019406
965,965,0.07007,0.003679,0.020083
966,966,0.070646,0.003744,0.020419
967,967,0.071978,0.003885,0.02119
968,968,0.070369,0.00374,0.020294
969,969,0.071077,0.003817,0.020708
970,970,0.071365,0.003847,0.020886
971,971,0.072845,0.004006,0.021752
972,972,0.073007,0.003959,0.021859
973,973,0.072952,0.003959,0.021844
974,974,0.074096,0.004074,0.02253
975,975,0.073303,0.003994,0.022079
976,976,0.072844,0.003945,0.021828
977,977,0.072722,0.003931,0.021771
978,978,0.074288,0.004073,0.022707
979,979,0.073872,0.004035,0.022477
980,980,0.073857,0.003976,0.022486
981,981,0.074893,0.004083,0.023117
982,982,0.075255,0.004205,0.023367
983,983,0.073521,0.003989,0.022347
984,984,0.070657,0.003692,0.020702
985,985,0.071049,0.003736,0.020941
986,986,0.072109,0.003849,0.021568
987,987,0.072102,0.003837,0.021577
988,988,0.072758,0.003898,0.021975
989,989,0.074093,0.004033,0.02278
990,990,0.074692,0.004108,0.023155
991,991,0.075442,0.004203,0.023623
992,992,0.076087,0.004288,0.024033
993,993,0.07683,0.004377,0.024506
994,994,0.078309,0.00455,0.025445
995,995,0.078958,0.004626,0.025872
996,996,0.07775,0.004492,0.02515
997,997,0.077395,0.004453,0.024945
998,998,0.076575,0.004333,0.024453
999,999,0.076938,0.004379,0.024696
1000,1000,0.077551,0.004403,0.025095
1001,1001,0.07781,0.004446,0.025274
1002,1002,0.078369,0.004516,0.025644
1003,1003,0.077966,0.004513,0.025406
1004,1004,0.077096,0.004423,0.024877
1005,1005,0.077783,0.004505,0.025326
1006,1006,0.078306,0.004541,0.025672
1007,1007,0.078361,0.00455,0.025725
1008,1008,0.076871,0.00439,0.024802
1009,1009,0.077321,0.004461,0.025098
1010,1010,0.077396,0.004487,0.025163
1011,1011,0.077663,0.004463,0.025349
1012,1012,0.078616,0.004582,0.025972
1013,1013,0.079605,0.004699,0.026626
1014,1014,0.079737,0.004699,0.026727
1015,1015,0.08078,0.004824,0.027426
1016,1016,0.081654,0.004934,0.028021
1017,1017,0.082573,0.005051,0.028653
1018,1018,0.082728,0.005125,0.028776
1019,1019,0.081338,0.004967,0.027868
1020,1020,0.0782,0.004612,0.025843
1021,1021,0.076418,0.004425,0.024732
1022,1022,0.077992,0.004607,0.025746
1023,1023,0.077472,0.004564,0.025431
1024,1024,0.075313,0.004378,0.024093
1025,1025,0.076392,0.004503,0.024782
1026,1026,0.076607,0.004533,0.024934
1027,1027,0.077624,0.004636,0.025596
1028,1028,0.078312,0.004728,0.026054
1029,1029,0.078999,0.004827,0.026517
1030,1030,0.080125,0.004964,0.02727
1031,1031,0.079063,0.004855,0.026592
1032,1032,0.079553,0.004918,0.02693
1033,1033,0.076778,0.004591,0.025159
1034,1034,0.077205,0.004646,0.025448
1035,1035,0.077287,0.00467,0.025517
1036,1036,0.07452,0.00433,0.023805
1037,1037,0.072369,0.004097,0.022506
1038,1038,0.072226,0.004086,0.022435
1039,1039,0.073116,0.004189,0.022989
1040,1040,0.073305,0.004296,0.023133
1041,1041,0.073631,0.004337,0.023348
1042,1042,0.06877,0.003807,0.020463
1043,1043,0.069746,0.003924,0.021044
1044,1044,0.070617,0.004017,0.021572
1045,1045,0.071849,0.004156,0.022322
1046,1046,0.069019,0.003879,0.020663
1047,1047,0.069105,0.003899,0.020726
1048,1048,0.070084,0.00401,0.021314
1049,1049,0.071179,0.004139,0.021978
1050,1050,0.071057,0.004119,0.021918
1051,1051,0.071462,0.004168,0.022175
1052,1052,0.072203,0.004256,0.022638
1053,1053,0.073092,0.004368,0.023196
1054,1054,0.071648,0.004202,0.02233
1055,1055,0.072124,0.004238,0.022634
1056,1056,0.072433,0.004278,0.022837
1057,1057,0.073585,0.004413,0.023561
1058,1058,0.074434,0.004517,0.024106
1059,1059,0.074928,0.004673,0.024447
1060,1060,0.072486,0.004388,0.02294
1061,1061,0.072826,0.004432,0.023164
1062,1062,0.073727,0.004543,0.023738
1063,1063,0.075002,0.00463,0.024553
1064,1064,0.076163,0.004774,0.02531
1065,1065,0.076762,0.004864,0.025712
1066,1066,0.077538,0.004956,0.026234
1067,1067,0.078175,0.00502,0.026668
1068,1068,0.079559,0.005186,0.027604
1069,1069,0.080115,0.005245,0.027998
1070,1070,0.078674,0.005018,0.02705
1071,1071,0.079131,0.00508,0.027371
1072,1072,0.079849,0.005157,0.02787
1073,1073,0.08095,0.005301,0.028635
1074,1074,0.081657,0.005288,0.029136
1075,1075,0.081751,0.00526,0.029219
1076,1076,0.082593,0.005385,0.02982
1077,1077,0.082016,0.005338,0.029437
1078,1078,0.082619,0.005413,0.029874
1079,1079,0.080574,0.005163,0.02848
1080,1080,0.08114,0.005239,0.028885
1081,1081,0.081787,0.005327,0.029349
1082,1082,0.081868,0.005297,0.029423
1083,1083,0.082301,0.005365,0.029742
1084,1084,0.082503,0.005403,0.029901
1085,1085,0.080494,0.005165,0.028528
1086,1086,0.082274,0.005397,0.029776
1087,1087,0.081819,0.005345,0.029476
1088,1088,0.079449,0.005024,0.027868
1089,1089,0.078311,0.004883,0.027119
1090,1090,0.079212,0.005008,0.027742
1091,1091,0.078128,0.004882,0.027029
1092,1092,0.079156,0.005013,0.027738
1093,1093,0.080464,0.005196,0.028647
1094,1094,0.07902,0.005023,0.027679
1095,1095,0.079854,0.00514,0.028263
1096,1096,0.077501,0.004841,0.026691
1097,1097,0.078042,0.004928,0.027069
1098,1098,0.077044,0.004802,0.026417
1099,1099,0.077173,0.004823,0.026519
1100,1100,0.076335,0.004728,0.02598
1101,1101,0.07694,0.004737,0.026394
1102,1102,0.077103,0.004729,0.026519
1103,1103,0.077244,0.004751,0.026629
1104,1104,0.078065,0.004774,0.027193
1105,1105,0.079192,0.004919,0.027973
1106,1106,0.078795,0.004877,0.027719
1107,1107,0.080187,0.005052,0.02869
1108,1108,0.079787,0.004997,0.028432
1109,1109,0.080574,0.005099,0.028993
1110,1110,0.081458,0.005201,0.029627
1111,1111,0.08254,0.005334,0.030417
1112,1112,0.082204,0.005302,0.030196
1113,1113,0.081798,0.005257,0.029927
1114,1114,0.082022,0.005274,0.030102
1115,1115,0.083536,0.005471,0.031201
1116,1116,0.082159,0.005295,0.030235
1117,1117,0.082374,0.005339,0.03041
1118,1118,0.083117,0.00544,0.030959
1119,1119,0.08399,0.005551,0.031607
1120,1120,0.08437,0.005604,0.031901
1121,1121,0.08547,0.005756,0.032735
1122,1122,0.084892,0.005738,0.032327
1123,1123,0.083174,0.005509,0.031096
1124,1124,0.084107,0.005636,0.03179
1125,1125,0.085065,0.005768,0.03251
1126,1126,0.084979,0.005824,0.032464
1127,1127,0.086402,0.006038,0.033538
1128,1128,0.086985,0.006114,0.033993
1129,1129,0.087961,0.006173,0.034749
1130,1130,0.085119,0.005778,0.032639
1131,1131,0.085919,0.005891,0.033251
1132,1132,0.084056,0.005653,0.031896
1133,1133,0.085301,0.00583,0.03283
1134,1134,0.084965,0.005792,0.0326
1135,1135,0.085511,0.005872,0.033023
1136,1136,0.085767,0.005925,0.033231
1137,1137,0.086347,0.00602,0.033684
1138,1138,0.087517,0.006178,0.034587
1139,1139,0.088866,0.006371,0.035639
1140,1140,0.089352,0.00644,0.036034
1141,1141,0.089138,0.006418,0.035888
1142,1142,0.086685,0.006081,0.034032
1143,1143,0.086731,0.006094,0.034086
1144,1144,0.087604,0.006221,0.034769
1145,1145,0.087624,0.006216,0.034802
1146,1146,0.085378,0.005904,0.033126
1147,1147,0.083358,0.005642,0.031651
1148,1148,0.084155,0.005761,0.032253
1149,1149,0.085271,0.005922,0.0331
1150,1150,0.085947,0.00602,0.033625
1151,1151,0.0869,0.006149,0.034368
1152,1152,0.086086,0.006045,0.033771
1153,1153,0.085616,0.005998,0.033435
1154,1154,0.08605,0.006065,0.033781
1155,1155,0.085961,0.006059,0.033733
1156,1156,0.086528,0.006121,0.034182
1157,1157,0.086115,0.006076,0.033887
1158,1158,0.086901,0.00619,0.034503
1159,1159,0.087781,0.00631,0.035197
1160,1160,0.088059,0.00626,0.035429
1161,1161,0.08905,0.006385,0.036216
1162,1162,0.089992,0.006525,0.036976
1163,1163,0.087723,0.006208,0.035222
1164,1164,0.087991,0.006253,0.035449
1165,1165,0.08939,0.006413,0.036558
1166,1166,0.089919,0.006484,0.036994
1167,1167,0.089544,0.006451,0.036718
1168,1168,0.090394,0.006573,0.037412
1169,1169,0.090601,0.00661,0.037597
1170,1170,0.09082,0.006653,0.037792
1171,1171,0.092081,0.006842,0.038825
1172,1172,0.091356,0.006659,0.03826
1173,1173,0.092647,0.006852,0.039323
1174,1174,0.092817,0.006885,0.039483
1175,1175,0.093006,0.00694,0.039657
1176,1176,0.092754,0.006911,0.039469
1177,1177,0.09322,0.006987,0.039871
1178,1178,0.09443,0.00718,0.04089
1179,1179,0.095197,0.007285,0.041547
1180,1180,0.095981,0.007402,0.042226
1181,1181,0.096082,0.007417,0.042333
1182,1182,0.096187,0.007468,0.04245
1183,1183,0.096797,0.007576,0.042989
1184,1184,0.094168,0.007205,0.040805
1185,1185,0.095247,0.007375,0.041727
1186,1186,0.093926,0.007185,0.040649
1187,1187,0.093683,0.007151,0.040469
1188,1188,0.093571,0.007142,0.040398
1189,1189,0.093642,0.007161,0.040479
1190,1190,0.093803,0.007202,0.040634
1191,1191,0.09163,0.006889,0.038871
1192,1192,0.092569,0.007044,0.03966
1193,1193,0.086299,0.006126,0.034688
1194,1194,0.087358,0.006279,0.03553
1195,1195,0.088114,0.006406,0.036141
1196,1196,0.089268,0.006559,0.037077
1197,1197,0.089817,0.006656,0.037535
1198,1198,0.088345,0.006453,0.036384
1199,1199,0.089647,0.006648,0.037438
1200,1200,0.090475,0.006835,0.038123
1201,1201,0.090923,0.006907,0.038506
1202,1202,0.09166,0.007023,0.039127
1203,1203,0.092001,0.007071,0.039427
1204,1204,0.092718,0.007186,0.040039
1205,1205,0.093763,0.007378,0.040926
1206,1206,0.094506,0.007503,0.041569
1207,1207,0.094883,0.007568,0.041909
1208,1208,0.095277,0.007651,0.042264
1209,1209,0.09619,0.007747,0.043064
1210,1210,0.09647,0.007726,0.043324
1211,1211,0.097551,0.007919,0.044277
1212,1212,0.097868,0.007963,0.044575
1213,1213,0.093861,0.007346,0.041173
1214,1214,0.093141,0.007235,0.040593
1215,1215,0.093625,0.007305,0.041015
1216,1216,0.094917,0.007513,0.042127
1217,1217,0.094965,0.00751,0.042189
1218,1218,0.096094,0.007692,0.043175
1219,1219,0.096586,0.007777,0.043621
1220,1220,0.097113,0.007852,0.044099
1221,1221,0.097386,0.0079,0.044359
1222,1222,0.097571,0.007964,0.044543
1223,1223,0.09868,0.008149,0.045538
1224,1224,0.099013,0.008211,0.045854
1225,1225,0.099846,0.00834,0.046645
1226,1226,0.099992,0.008381,0.046796
1227,1227,0.09873,0.008186,0.045699
1228,1228,0.099447,0.008308,0.046353
1229,1229,0.099942,0.008384,0.046818
1230,1230,0.100203,0.008437,0.047074
1231,1231,0.098814,0.00814,0.045858
1232,1232,0.098751,0.008139,0.045826
1233,1233,0.099663,0.008197,0.046658
1234,1234,0.100357,0.008295,0.047302
1235,1235,0.100841,0.008383,0.047761
1236,1236,0.101783,0.008528,0.048638
1237,1237,0.10229,0.00862,0.049126
1238,1238,0.103166,0.008777,0.049955
1239,1239,0.100395,0.008421,0.047485
1240,1240,0.101343,0.008585,0.048367
1241,1241,0.102295,0.008751,0.04926
1242,1242,0.103573,0.008974,0.050462
1243,1243,0.103797,0.009035,0.050694
1244,1244,0.103014,0.008912,0.049994
1245,1245,0.10291,0.008917,0.049921
1246,1246,0.098985,0.008275,0.04638
1247,1247,0.097241,0.008006,0.04486
1248,1248,0.097729,0.008082,0.045312
1249,1249,0.098096,0.008145,0.04566
1250,1250,0.098829,0.008274,0.046336
1251,1251,0.099436,0.008392,0.046904
1252,1252,0.099092,0.008347,0.046617
1253,1253,0.099368,0.008432,0.046886
1254,1254,0.099711,0.008479,0.047218
1255,1255,0.100791,0.008659,0.04822
1256,1256,0.098854,0.008343,0.046493
1257,1257,0.098951,0.008374,0.046602
1258,1258,0.099712,0.008518,0.047312
1259,1259,0.100797,0.008707,0.048322
1260,1260,0.099707,0.00848,0.047357
1261,1261,0.100937,0.008693,0.0485
1262,1262,0.101025,0.008723,0.048604
1263,1263,0.101824,0.008882,0.049362
1264,1264,0.102152,0.008941,0.04969
1265,1265,0.103276,0.009133,0.050759
1266,1266,0.104227,0.009146,0.051674
1267,1267,0.104914,0.009269,0.05235
1268,1268,0.105376,0.009354,0.052814
1269,1269,0.105759,0.009439,0.053205
1270,1270,0.106585,0.009593,0.054023
1271,1271,0.105988,0.009498,0.053476
1272,1272,0.10604,0.009517,0.053552
1273,1273,0.10699,0.009694,0.054493
1274,1274,0.107756,0.009819,0.055261
1275,1275,0.1085,0.009949,0.056012
1276,1276,0.108073,0.009898,0.055621
1277,1277,0.106358,0.009604,0.053984
1278,1278,0.106372,0.00964,0.054023
1279,1279,0.104631,0.009494,0.052445
1280,1280,0.104365,0.009457,0.052217
1281,1281,0.105277,0.009628,0.053111
1282,1282,0.10654,0.009847,0.05435
1283,1283,0.107028,0.009946,0.05485
1284,1284,0.106967,0.009954,0.054816
1285,1285,0.106746,0.009924,0.054627
1286,1286,0.106926,0.009953,0.054826
1287,1287,0.107156,0.010071,0.055074
1288,1288,0.107549,0.010153,0.055484
1289,1289,0.106543,0.009978,0.054528
1290,1290,0.107347,0.010145,0.055338
1291,1291,0.108229,0.01031,0.056231
1292,1292,0.10801,0.010195,0.056037
1293,1293,0.107173,0.010075,0.055242
1294,1294,0.106426,0.009949,0.054537
1295,1295,0.106867,0.010024,0.054992
1296,1296,0.105587,0.0098,0.053774
1297,1297,0.106557,0.009982,0.05474
1298,1298,0.106598,0.010004,0.05484
1299,1299,0.106567,0.010008,0.054834
1300,1300,0.107083,0.010132,0.055362
1301,1301,0.107156,0.01014,0.055459
1302,1302,0.107735,0.010267,0.056054
1303,1303,0.107894,0.010327,0.056234
1304,1304,0.109026,0.010563,0.057383
1305,1305,0.109079,0.010575,0.057461
1306,1306,0.106302,0.010065,0.054744
1307,1307,0.106164,0.010099,0.054684
1308,1308,0.10654,0.010128,0.05508
1309,1309,0.107785,0.010388,0.056332
1310,1310,0.107255,0.010226,0.055828
1311,1311,0.108044,0.010399,0.056634
1312,1312,0.109021,0.010594,0.057634
1313,1313,0.109102,0.01062,0.057742
1314,1314,0.109549,0.01071,0.058216
1315,1315,0.109867,0.010798,0.058562
1316,1316,0.109134,0.010671,0.057849
1317,1317,0.109295,0.010675,0.058035
1318,1318,0.11011,0.010853,0.058883
1319,1319,0.110807,0.010981,0.059618
1320,1320,0.11146,0.011105,0.060312
1321,1321,0.110348,0.010925,0.059204
1322,1322,0.109804,0.010836,0.058674
1323,1323,0.110421,0.01098,0.059327
1324,1324,0.11086,0.011089,0.059803
1325,1325,0.108551,0.010654,0.05749
1326,1326,0.108015,0.010568,0.056979
1327,1327,0.108978,0.010763,0.05797
1328,1328,0.109249,0.010825,0.058269
1329,1329,0.110018,0.011003,0.059072
1330,1330,0.110053,0.01102,0.059134
1331,1331,0.107287,0.010513,0.056408
1332,1332,0.107672,0.010455,0.056816
1333,1333,0.106487,0.010235,0.055659
1334,1334,0.106999,0.010316,0.056196
1335,1335,0.107157,0.010356,0.056378
1336,1336,0.107828,0.010487,0.057074
1337,1337,0.108527,0.010582,0.057801
1338,1338,0.109307,0.01074,0.058621
1339,1339,0.110025,0.01089,0.059379
1340,1340,0.11027,0.010971,0.059655
1341,1341,0.111402,0.011204,0.060845
1342,1342,0.111674,0.011299,0.061165
1343,1343,0.112253,0.011375,0.06179
1344,1344,0.111948,0.011351,0.061498
1345,1345,0.112593,0.011478,0.062196
1346,1346,0.113306,0.011483,0.062967
1347,1347,0.113328,0.011517,0.063013
1348,1348,0.113633,0.011551,0.06336
1349,1349,0.11361,0.011548,0.063362
1350,1350,0.114634,0.011755,0.064472
1351,1351,0.114534,0.011746,0.064392
1352,1352,0.11511,0.011877,0.065031
1353,1353,0.115857,0.01205,0.065857
1354,1354,0.1171,0.012336,0.067223
1355,1355,0.114458,0.011742,0.064415
1356,1356,0.115166,0.011869,0.065194
1357,1357,0.114375,0.01172,0.064378
1358,1358,0.114377,0.011722,0.064407
1359,1359,0.115323,0.011858,0.065445
1360,1360,0.115468,0.011909,0.065627
1361,1361,0.114751,0.011776,0.064888
1362,1362,0.11573,0.011986,0.065964
1363,1363,0.116969,0.012253,0.06733
1364,1364,0.116811,0.012088,0.067186
1365,1365,0.115423,0.011846,0.065721
1366,1366,0.116243,0.012025,0.066633
1367,1367,0.116909,0.01216,0.067383
1368,1368,0.114781,0.011738,0.065115
1369,1369,0.115676,0.01195,0.066104
1370,1370,0.115418,0.011884,0.065852
1371,1371,0.116028,0.011944,0.066533
1372,1372,0.114189,0.011588,0.064583
1373,1373,0.115296,0.011818,0.065796
1374,1374,0.11567,0.011911,0.066226
1375,1375,0.112542,0.011286,0.06291
1376,1376,0.113317,0.011447,0.063756
1377,1377,0.113408,0.011476,0.063879
1378,1378,0.11394,0.011587,0.064472
1379,1379,0.114584,0.011711,0.065187
1380,1380,0.115497,0.011908,0.066198
1381,1381,0.115636,0.011949,0.066375
1382,1382,0.115893,0.012025,0.066681
1383,1383,0.1158,0.012026,0.066608
1384,1384,0.114491,0.01176,0.065222
1385,1385,0.114737,0.011826,0.065512
1386,1386,0.114109,0.011711,0.064865
1387,1387,0.112518,0.011393,0.063194
1388,1388,0.113175,0.011559,0.063918
1389,1389,0.113186,0.011572,0.063956
1390,1390,0.114034,0.011767,0.06489
1391,1391,0.113926,0.011743,0.064802
1392,1392,0.114213,0.011813,0.065137
1393,1393,0.113474,0.011711,0.06437
1394,1394,0.111747,0.011373,0.062559
1395,1395,0.113013,0.01164,0.063929
1396,1396,0.113221,0.011693,0.064178
1397,1397,0.113689,0.011823,0.064706
1398,1398,0.114798,0.012061,0.065928
1399,1399,0.115182,0.012125,0.066374
1400,1400,0.115639,0.012232,0.066898
1401,1401,0.116416,0.012398,0.067774
1402,1402,0.116719,0.01246,0.068133
1403,1403,0.117578,0.012612,0.069102
1404,1404,0.118075,0.012751,0.069677
1405,1405,0.117697,0.012683,0.069286
1406,1406,0.118138,0.012807,0.069803
1407,1407,0.119237,0.01307,0.071053
1408,1408,0.117994,0.012815,0.069695
1409,1409,0.116415,0.012478,0.06798
1410,1410,0.116678,0.012545,0.068298
1411,1411,0.117495,0.012729,0.069251
1412,1412,0.115765,0.012353,0.06737
1413,1413,0.115372,0.012282,0.066967
1414,1414,0.116367,0.012446,0.068087
1415,1415,0.11688,0.012586,0.06868
1416,1416,0.117105,0.012645,0.068955
1417,1417,0.117228,0.012692,0.069119
1418,1418,0.116371,0.012493,0.068198
1419,1419,0.117173,0.012702,0.069113
1420,1420,0.1171,0.012698,0.069059
1421,1421,0.117109,0.01272,0.069095
1422,1422,0.116175,0.012542,0.068087
1423,1423,0.116882,0.012705,0.068897
1424,1424,0.116907,0.012731,0.068952
1425,1425,0.117766,0.012944,0.069933
1426,1426,0.117068,0.012787,0.069182
1427,1427,0.118042,0.013008,0.070292
1428,1428,0.118021,0.013063,0.070296
1429,1429,0.117275,0.01291,0.06949
1430,1430,0.116536,0.012761,0.068696
1431,1431,0.116158,0.012691,0.068303
1432,1432,0.117134,0.012922,0.069415
1433,1433,0.117942,0.013156,0.070342
1434,1434,0.117293,0.013037,0.069665
1435,1435,0.117121,0.012969,0.069507
1436,1436,0.117665,0.013109,0.070143
1437,1437,0.118437,0.013316,0.071036
1438,1438,0.118133,0.013287,0.070721
1439,1439,0.118538,0.013379,0.071204
1440,1440,0.119377,0.013639,0.072181
1441,1441,0.119291,0.013625,0.07211
1442,1442,0.119419,0.013642,0.072283
1443,1443,0.118746,0.013502,0.071547
1444,1444,0.119159,0.013581,0.072045
1445,1445,0.119166,0.013573,0.072079
1446,1446,0.117271,0.013163,0.069967
1447,1447,0.116734,0.012916,0.069391
1448,1448,0.116934,0.012967,0.069641
1449,1449,0.116986,0.013185,0.069767
1450,1450,0.117719,0.013364,0.070619
1451,1451,0.117683,0.013404,0.070603
1452,1452,0.118769,0.013713,0.07186
1453,1453,0.117345,0.013401,0.070275
1454,1454,0.117444,0.013438,0.070414
1455,1455,0.118295,0.01364,0.071403
1456,1456,0.118243,0.013648,0.071375
1457,1457,0.118009,0.013618,0.071134
1458,1458,0.118616,0.013745,0.071848
1459,1459,0.119956,0.014063,0.073409
1460,1460,0.120821,0.014273,0.074433
1461,1461,0.121321,0.0144,0.07504
1462,1462,0.122258,0.014601,0.076159
1463,1463,0.122674,0.01467,0.076668
1464,1464,0.122857,0.014717,0.076912
1465,1465,0.12239,0.014632,0.076394
1466,1466,0.122593,0.014606,0.076656
1467,1467,0.122734,0.014586,0.076855
1468,1468,0.122323,0.014501,0.076402
1469,1469,0.122363,0.014561,0.076477
1470,1470,0.122408,0.014594,0.076556
1471,1471,0.12335,0.014767,0.077691
1472,1472,0.123478,0.014781,0.077869
1473,1473,0.123391,0.014745,0.077789
1474,1474,0.124277,0.015003,0.078881
1475,1475,0.121797,0.014483,0.075981
1476,1476,0.121902,0.014508,0.076131
1477,1477,0.11921,0.01388,0.073034
1478,1478,0.119724,0.014058,0.073666
1479,1479,0.120311,0.014204,0.074372
1480,1480,0.120998,0.014375,0.075199
1481,1481,0.116703,0.013398,0.070291
1482,1482,0.116843,0.013454,0.070477
1483,1483,0.11784,0.01368,0.071636
1484,1484,0.116844,0.013463,0.07053
1485,1485,0.116502,0.013396,0.070168
1486,1486,0.115397,0.013168,0.068948
1487,1487,0.115781,0.013306,0.069447
1488,1488,0.116774,0.013536,0.070596
1489,1489,0.116754,0.013539,0.070598
1490,1490,0.117777,0.013779,0.07179
1491,1491,0.114221,0.012981,0.067793
1492,1492,0.114487,0.013073,0.068116
1493,1493,0.115455,0.013324,0.069228
1494,1494,0.114147,0.013062,0.067784
1495,1495,0.112126,0.01262,0.065565
1496,1496,0.112245,0.012655,0.06572
1497,1497,0.112348,0.012637,0.065856
1498,1498,0.113319,0.012916,0.066965
1499,1499,0.114026,0.013048,0.067777
