,K,EVI,AUX1
1115,1115,0.022976,0.001103
1116,1116,0.023732,0.001176
1117,1117,0.024294,0.001222
1118,1118,0.024445,0.001237
1119,1119,0.025296,0.001326
1120,1120,0.023618,0.001158
1121,1121,0.023511,0.001148
1122,1122,0.024048,0.001205
1123,1123,0.024841,0.001287
1124,1124,0.02518,0.001322
1125,1125,0.024894,0.001293
1126,1126,0.025314,0.00134
1127,1127,0.023581,0.00117
1128,1128,0.022523,0.00107
1129,1129,0.023163,0.001123
1130,1130,0.023536,0.001159
1131,1131,0.0227,0.001072
1132,1132,0.022855,0.001087
1133,1133,0.023632,0.00116
1134,1134,0.022896,0.001088
1135,1135,0.02373,0.001167
1136,1136,0.024445,0.001238
1137,1137,0.024664,0.001261
1138,1138,0.024663,0.001267
1139,1139,0.025343,0.001337
1140,1140,0.023544,0.001159
1141,1141,0.022883,0.001096
1142,1142,0.021091,0.000933
1143,1143,0.021956,0.001011
1144,1144,0.023144,0.001122
1145,1145,0.022852,0.001094
1146,1146,0.0234,0.001146
1147,1147,0.02334,0.00114
1148,1148,0.02417,0.001225
1149,1149,0.024776,0.001287
1150,1150,0.025857,0.001395
1151,1151,0.025331,0.001343
1152,1152,0.026059,0.001421
1153,1153,0.026666,0.001488
1154,1154,0.027307,0.001559
1155,1155,0.024611,0.001273
1156,1156,0.025132,0.001326
1157,1157,0.025159,0.00133
1158,1158,0.025773,0.001392
1159,1159,0.025381,0.001355
1160,1160,0.026645,0.001486
1161,1161,0.027178,0.001545
1162,1162,0.027544,0.001585
1163,1163,0.028787,0.001735
1164,1164,0.028984,0.001759
1165,1165,0.029112,0.001774
1166,1166,0.0259,0.001414
1167,1167,0.026618,0.001493
1168,1168,0.026087,0.001435
1169,1169,0.026344,0.001465
1170,1170,0.026494,0.001481
1171,1171,0.02621,0.001452
1172,1172,0.026223,0.001454
1173,1173,0.024701,0.001293
1174,1174,0.025031,0.001329
1175,1175,0.025318,0.001358
1176,1176,0.025641,0.001393
1177,1177,0.025787,0.001409
1178,1178,0.025527,0.001382
1179,1179,0.026688,0.001509
1180,1180,0.02567,0.001398
1181,1181,0.026173,0.001458
1182,1182,0.026193,0.001464
1183,1183,0.02583,0.001423
1184,1184,0.026158,0.001459
1185,1185,0.026859,0.001527
1186,1186,0.027783,0.001638
1187,1187,0.027331,0.001584
1188,1188,0.02822,0.001691
1189,1189,0.0281,0.001672
1190,1190,0.028621,0.001733
1191,1191,0.029391,0.001832
1192,1192,0.029955,0.0019
1193,1193,0.030666,0.001996
1194,1194,0.030587,0.001955
1195,1195,0.028833,0.001745
1196,1196,0.029673,0.001831
1197,1197,0.027195,0.001541
1198,1198,0.026165,0.00143
1199,1199,0.026901,0.001508
1200,1200,0.026246,0.001436
1201,1201,0.027098,0.00153
1202,1202,0.02441,0.001246
1203,1203,0.025346,0.00134
1204,1204,0.025934,0.001402
1205,1205,0.026142,0.001426
1206,1206,0.022433,0.00106
1207,1207,0.02306,0.001113
1208,1208,0.022586,0.001065
1209,1209,0.021263,0.000951
1210,1210,0.021559,0.000977
1211,1211,0.021703,0.00099
1212,1212,0.022011,0.001019
1213,1213,0.020972,0.000928
1214,1214,0.021565,0.000965
1215,1215,0.022641,0.001062
1216,1216,0.022564,0.001057
1217,1217,0.023494,0.001145
1218,1218,0.024089,0.001209
1219,1219,0.023959,0.001192
1220,1220,0.024882,0.001284
1221,1221,0.025304,0.001328
1222,1222,0.024391,0.001238
1223,1223,0.024714,0.001272
1224,1224,0.025023,0.001304
1225,1225,0.025199,0.001323
1226,1226,0.025015,0.001303
1227,1227,0.024681,0.001271
1228,1228,0.025286,0.001331
1229,1229,0.026026,0.001404
1230,1230,0.026465,0.001443
1231,1231,0.024156,0.001207
1232,1232,0.024365,0.001228
1233,1233,0.024682,0.001261
1234,1234,0.025276,0.00132
1235,1235,0.022689,0.001066
1236,1236,0.022918,0.001093
1237,1237,0.021606,0.000973
1238,1238,0.022539,0.001058
1239,1239,0.021975,0.001007
1240,1240,0.020507,0.000878
1241,1241,0.016577,0.000576
1242,1242,0.017265,0.000625
1243,1243,0.018011,0.00068
1244,1244,0.017551,0.000645
1245,1245,0.018111,0.000686
1246,1246,0.018134,0.000689
1247,1247,0.018111,0.000685
1248,1248,0.019074,0.000759
1249,1249,0.01801,0.000676
1250,1250,0.018715,0.000729
1251,1251,0.018717,0.000731
1252,1252,0.018985,0.000751
1253,1253,0.01992,0.000827
1254,1254,0.01954,0.000798
1255,1255,0.020104,0.000843
1256,1256,0.020193,0.000848
1257,1257,0.020296,0.000857
1258,1258,0.02061,0.000881
1259,1259,0.020201,0.000848
1260,1260,0.019887,0.000824
1261,1261,0.020123,0.000844
1262,1262,0.01919,0.000769
1263,1263,0.020093,0.000842
1264,1264,0.020046,0.000838
1265,1265,0.020788,0.000905
1266,1266,0.021085,0.000932
1267,1267,0.022104,0.001017
1268,1268,0.022117,0.001017
1269,1269,0.022306,0.001038
1270,1270,0.022365,0.001046
1271,1271,0.023185,0.001123
1272,1272,0.023725,0.001177
1273,1273,0.024029,0.001206
1274,1274,0.024209,0.001221
1275,1275,0.024289,0.00123
1276,1276,0.023942,0.0012
1277,1277,0.021202,0.000946
1278,1278,0.020186,0.000854
1279,1279,0.017752,0.000663
1280,1280,0.017994,0.000683
1281,1281,0.018785,0.000744
1282,1282,0.016966,0.000608
1283,1283,0.01683,0.0006
1284,1284,0.01736,0.000637
1285,1285,0.014574,0.00045
1286,1286,0.015457,0.000506
1287,1287,0.015733,0.000526
1288,1288,0.016266,0.000562
1289,1289,0.015967,0.000542
1290,1290,0.016724,0.000595
1291,1291,0.017037,0.000617
1292,1292,0.017422,0.000645
1293,1293,0.018405,0.000719
1294,1294,0.016966,0.000612
1295,1295,0.017468,0.000648
1296,1296,0.018304,0.000712
1297,1297,0.017841,0.000677
1298,1298,0.014406,0.000443
1299,1299,0.013385,0.000381
1300,1300,0.013168,0.000367
1301,1301,0.013232,0.00037
1302,1302,0.014056,0.000417
1303,1303,0.011702,0.00029
1304,1304,0.01201,0.000306
1305,1305,0.010823,0.000248
1306,1306,0.010913,0.000253
1307,1307,0.011085,0.000261
1308,1308,0.010887,0.000252
1309,1309,0.009545,0.000194
1310,1310,0.009855,0.000207
1311,1311,0.010409,0.000231
1312,1312,0.011189,0.000267
1313,1313,0.011522,0.000283
1314,1314,0.011413,0.000278
1315,1315,0.011702,0.000292
1316,1316,0.012447,0.00033
1317,1317,0.012943,0.000358
1318,1318,0.013149,0.000369
1319,1319,0.013751,0.000404
1320,1320,0.014062,0.000422
1321,1321,0.014599,0.000455
1322,1322,0.015013,0.000481
1323,1323,0.014737,0.000463
1324,1324,0.014849,0.00047
1325,1325,0.012616,0.00034
1326,1326,0.012555,0.000337
1327,1327,0.0127,0.000345
1328,1328,0.01337,0.000382
1329,1329,0.013355,0.000382
1330,1330,0.012825,0.00035
1331,1331,0.013341,0.000379
1332,1332,0.013961,0.000415
1333,1333,0.014195,0.000428
1334,1334,0.01331,0.000377
1335,1335,0.013188,0.000369
1336,1336,0.013814,0.000406
1337,1337,0.012747,0.000346
1338,1338,0.012315,0.000324
1339,1339,0.01266,0.000343
1340,1340,0.012691,0.000343
1341,1341,0.012854,0.000352
1342,1342,0.013357,0.00038
1343,1343,0.0137,0.000399
1344,1344,0.014507,0.000448
1345,1345,0.015096,0.000485
1346,1346,0.014203,0.00043
1347,1347,0.014634,0.000456
1348,1348,0.015512,0.000513
1349,1349,0.015244,0.000496
1350,1350,0.01581,0.000534
1351,1351,0.015544,0.000517
1352,1352,0.015465,0.000512
1353,1353,0.014413,0.000445
1354,1354,0.01493,0.000478
1355,1355,0.01385,0.000413
1356,1356,0.013847,0.000413
1357,1357,0.013749,0.000407
1358,1358,0.013822,0.000413
1359,1359,0.014638,0.000463
1360,1360,0.014245,0.000439
1361,1361,0.012722,0.000351
1362,1362,0.01342,0.000391
1363,1363,0.014175,0.000436
1364,1364,0.014442,0.000452
1365,1365,0.015064,0.000492
1366,1366,0.015244,0.000503
1367,1367,0.015474,0.000519
1368,1368,0.014384,0.000451
1369,1369,0.014745,0.000476
1370,1370,0.015668,0.000537
1371,1371,0.015753,0.000543
1372,1372,0.015156,0.000503
1373,1373,0.015627,0.000536
1374,1374,0.01627,0.000579
1375,1375,0.016406,0.00059
1376,1376,0.016449,0.000593
1377,1377,0.016456,0.000593
1378,1378,0.017547,0.000674
1379,1379,0.018219,0.000726
1380,1380,0.018861,0.000776
1381,1381,0.019443,0.000825
1382,1382,0.019977,0.000872
1383,1383,0.020091,0.000881
1384,1384,0.020529,0.00092
1385,1385,0.020317,0.000902
1386,1386,0.020832,0.000948
1387,1387,0.021281,0.000988
1388,1388,0.02092,0.000958
1389,1389,0.021753,0.001038
1390,1390,0.022123,0.001073
1391,1391,0.021366,0.001003
1392,1392,0.021412,0.001008
1393,1393,0.020341,0.000911
1394,1394,0.019887,0.000871
1395,1395,0.019055,0.000801
1396,1396,0.020143,0.000895
1397,1397,0.020542,0.000927
1398,1398,0.0209,0.000958
1399,1399,0.020993,0.000966
1400,1400,0.020112,0.000887
1401,1401,0.020155,0.000888
1402,1402,0.020582,0.000926
1403,1403,0.019065,0.000796
1404,1404,0.019664,0.000847
1405,1405,0.020271,0.0009
1406,1406,0.020416,0.000912
1407,1407,0.021002,0.000963
1408,1408,0.020977,0.000962
1409,1409,0.021459,0.001007
1410,1410,0.022004,0.001059
1411,1411,0.022015,0.001061
1412,1412,0.022175,0.001077
1413,1413,0.022593,0.001118
1414,1414,0.023446,0.001206
1415,1415,0.02394,0.001257
1416,1416,0.022991,0.001161
1417,1417,0.022821,0.001145
1418,1418,0.023561,0.001219
1419,1419,0.022944,0.001158
1420,1420,0.020839,0.000957
1421,1421,0.021447,0.001014
1422,1422,0.020643,0.000941
1423,1423,0.02018,0.0009
1424,1424,0.02081,0.000959
1425,1425,0.020823,0.000954
1426,1426,0.021311,0.000999
1427,1427,0.02124,0.000993
1428,1428,0.021299,0.001
1429,1429,0.021894,0.001053
1430,1430,0.020921,0.00096
1431,1431,0.021559,0.001019
1432,1432,0.022493,0.001107
1433,1433,0.022624,0.001121
1434,1434,0.021478,0.001013
1435,1435,0.021324,0.001001
1436,1436,0.020902,0.000963
1437,1437,0.021881,0.001055
1438,1438,0.021937,0.001061
1439,1439,0.022496,0.001115
1440,1440,0.022531,0.001119
1441,1441,0.023344,0.001199
1442,1442,0.023306,0.001196
1443,1443,0.023747,0.001241
1444,1444,0.023794,0.00125
1445,1445,0.024736,0.001343
1446,1446,0.023442,0.001209
1447,1447,0.02376,0.001242
1448,1448,0.024434,0.001314
1449,1449,0.024772,0.001351
1450,1450,0.025082,0.001384
1451,1451,0.02565,0.001449
1452,1452,0.026317,0.00155
1453,1453,0.026967,0.001625
1454,1454,0.027271,0.00166
1455,1455,0.028036,0.001755
1456,1456,0.028821,0.001853
1457,1457,0.029197,0.0019
1458,1458,0.029738,0.001973
1459,1459,0.030121,0.002024
1460,1460,0.030043,0.002017
1461,1461,0.030358,0.00206
1462,1462,0.029176,0.001907
1463,1463,0.029842,0.001989
1464,1464,0.028531,0.001823
1465,1465,0.029179,0.001907
1466,1466,0.028779,0.001856
1467,1467,0.029308,0.001919
1468,1468,0.026891,0.00162
1469,1469,0.024894,0.001393
1470,1470,0.024184,0.001312
1471,1471,0.023648,0.001255
1472,1472,0.023481,0.001237
1473,1473,0.023563,0.001231
1474,1474,0.023522,0.001228
1475,1475,0.02392,0.001271
1476,1476,0.023139,0.001192
1477,1477,0.023052,0.001184
1478,1478,0.023535,0.001234
1479,1479,0.022903,0.001172
1480,1480,0.022257,0.001109
1481,1481,0.022633,0.001141
1482,1482,0.022101,0.001093
1483,1483,0.022279,0.001109
1484,1484,0.021547,0.001039
1485,1485,0.022097,0.001091
1486,1486,0.022868,0.001173
1487,1487,0.022698,0.001154
1488,1488,0.023529,0.001239
1489,1489,0.023093,0.001195
1490,1490,0.022585,0.001144
1491,1491,0.02207,0.001091
1492,1492,0.021347,0.001022
1493,1493,0.020885,0.000974
1494,1494,0.021301,0.001013
1495,1495,0.021937,0.001075
1496,1496,0.022172,0.001098
1497,1497,0.023013,0.001184
1498,1498,0.023438,0.001225
1499,1499,0.022124,0.001093
